"file_name","V6","V8","V10","V12","V16","V18"
"Audi$$A6 Avant$$2013$$White$$7_11$$976$$image_2.jpg",-0.5555699,0.78503335,-2.9874287,1.5921694,-0.4567962,0
"Audi$$A6 Avant$$2014$$White$$7_11$$293$$image_2.jpg",-1.563411,1.7820332,-0.110370025,1.2774317,1.8826576,0.13854133
"Audi$$A6 Avant$$2014$$White$$7_11$$605$$image_4.jpg",-0.69570905,1.4903729,-1.6247288,1.7316284,1.6198108,-0.029111456
"Audi$$A6 Avant$$2015$$White$$7_11$$658$$image_0.jpg",-0.24137053,0.27244323,-3.0253615,1.6979902,-0.2861771,0
"Audi$$A6 Avant$$2016$$White$$7_11$$1152$$image_7.jpg",-0.22738561,1.7411821,-2.8592417,1.6306624,1.3119932,0
"Audi$$A6 Avant$$2016$$White$$7_11$$427$$image_2.jpg",0.3699104,2.2589135,-1.9944115,1.282643,1.2979351,0
"Audi$$A6 Avant$$2016$$White$$7_11$$745$$image_2.jpg",0.054400295,2.5396194,-1.5880705,1.2434704,2.0111742,0
"Audi$$A6 Avant$$2016$$White$$7_11$$768$$image_2.jpg",0.054400295,2.5396194,-1.5880705,1.2434704,2.0111742,0
"Audi$$A6 Avant$$2017$$White$$7_11$$1153$$image_5.jpg",0.8244483,0.9212327,-1.7859867,1.5219443,1.7161845,0
"Audi$$A6 Avant$$2017$$White$$7_11$$1254$$image_4.jpg",-0.17391579,-0.100627966,-2.420435,1.9203147,1.2344748,0
"Audi$$A6 Avant$$2017$$White$$7_11$$493$$image_0.jpg",-0.7917991,1.610548,-2.2187333,1.6933844,0.6300926,0
"Audi$$A6 Avant$$2017$$White$$7_11$$532$$image_5.jpg",-1.3148504,1.0940645,-1.4567184,1.1520077,1.7833287,-0.15126069
"Audi$$A6 Saloon$$2007$$Blue$$7_11$$1894$$image_3.jpg",0.37396514,0.82755816,-0.95378214,1.2942414,-0.6797449,0.042659674
"Audi$$A6 Saloon$$2008$$Unlisted$$7_11$$1666$$image_1.jpg",0.5744777,0.8524028,-0.74756974,1.3545077,0.58845013,-0.15844285
"Audi$$A6 Saloon$$2012$$Silver$$7_11$$1400$$image_1.jpg",0.087894924,1.8212279,-1.5252523,1.1747525,-1.66192,0
"Audi$$A6 Saloon$$2012$$White$$7_11$$1849$$image_0.jpg",-0.6683758,1.6325648,-1.2168951,1.4072356,1.0791606,0
"Audi$$A6 Saloon$$2012$$White$$7_11$$2250$$image_0.jpg",0.3272882,2.5664947,-2.609334,1.244147,1.1091274,0.17100471
"Audi$$A6 Saloon$$2013$$White$$7_11$$1418$$image_3.jpg",-1.2275493,1.7005491,-1.1211777,1.7687622,1.6168127,-0.21255594
"Audi$$A6 Saloon$$2013$$White$$7_11$$2076$$image_6.jpg",-0.48053294,1.2343795,-0.83940566,1.3254993,0.4463346,0
"Audi$$A6 Saloon$$2014$$White$$7_11$$1703$$image_0.jpg",-0.5655977,2.2791793,-2.3783257,1.1860261,-0.28836966,0
"Audi$$A6 Saloon$$2014$$White$$7_11$$2099$$image_7.jpg",-0.58184725,-0.37254584,-1.5732498,2.075193,1.1846215,0
"Audi$$A6 Saloon$$2014$$White$$7_11$$2499$$image_13.jpg",-1.39245,0.85392296,-1.6878376,1.1000385,1.3190854,0
"Audi$$A6 Saloon$$2015$$White$$7_11$$1406$$image_5.jpg",-0.59449553,-0.10637738,-0.93943566,1.6492915,0.64086485,0.24871656
"Audi$$A6 Saloon$$2015$$White$$7_11$$1449$$image_1.jpg",-0.97796655,1.765174,-2.584862,1.3414197,1.4261504,-0.23522747
"Audi$$A6 Saloon$$2015$$White$$7_11$$2232$$image_8.jpg",0.4153351,0.15699387,-2.2324471,1.8125503,1.5136821,0.33946756
"Audi$$A6 Saloon$$2016$$Silver$$7_11$$1812$$image_5.jpg",0.7727465,1.7316538,-1.2596414,1.2765177,1.1048195,0.47847044
"Audi$$A6 Saloon$$2016$$White$$7_11$$2594$$image_5.jpg",-0.44809183,2.1969934,-2.7074146,1.427481,0.782908,0
"Audi$$A6 Saloon$$2017$$White$$7_11$$1796$$image_5.jpg",0.40658554,2.1492014,-2.0954485,1.1428539,1.2192215,0
"Audi$$A6 Saloon$$2017$$White$$7_11$$2534$$image_5.jpg",0.33717632,1.9574807,-1.8363758,1.0267189,1.216267,0.5730537
"Audi$$A6 Saloon$$2017$$White$$7_11$$2571$$image_5.jpg",0.10537642,1.6992017,-1.4084554,0.88706666,1.1502085,0.4370335
"Audi$$A6 Saloon$$2017$$White$$7_11$$2584$$image_5.jpg",0.2682426,3.0451422,-1.4229872,1.2290845,0.9803998,0
"Audi$$A7$$2013$$Silver$$7_15$$184$$image_5.jpg",0.975321,1.0426096,-0.906809,1.1912564,1.0183381,0
"Audi$$A7$$2014$$White$$7_15$$379$$image_6.jpg",-0.63817227,1.9964132,-0.59493005,2.1438797,1.2008196,0
"Audi$$A7$$2014$$White$$7_15$$633$$image_5.jpg",-1.1160704,-0.2519508,-1.8131609,0.9957558,1.5144037,0
"Audi$$A7$$2015$$Grey$$7_15$$112$$image_7.jpg",-0.3750226,1.440733,-0.02323157,1.5307133,1.6572369,0
"Audi$$A7$$2016$$Silver$$7_15$$32$$image_5.jpg",-0.011496184,1.8714998,-0.1499218,1.43046,1.3272393,0
"Audi$$A7$$2017$$Grey$$7_15$$543$$image_5.jpg",0.6644576,2.3547142,-0.32487258,1.3300748,0.19880182,0
"Audi$$Q2$$2017$$White$$7_18$$211$$image_5.jpg",0.111234605,1.7993261,-1.4803917,-0.75837415,1.4238191,0
"Audi$$Q2$$2017$$White$$7_18$$226$$image_5.jpg",0.008176686,2.5345535,-1.113838,-1.960971,0.7776936,0
"Audi$$Q3$$2011$$White$$7_19$$643$$image_5.jpg",-1.106903,2.3253624,-2.1535254,-0.79195064,-2.0539198,0
"Audi$$Q3$$2013$$Beige$$7_19$$855$$image_5.jpg",-0.5435918,-0.08324153,-0.9656095,-1.4350647,1.0217922,0
"Audi$$Q3$$2013$$Silver$$7_19$$1043$$image_5.jpg",-1.132764,-0.3022369,0.009500258,-1.3803416,1.364936,0
"Audi$$Q3$$2013$$White$$7_19$$1025$$image_3.jpg",-1.4517164,1.2403305,-1.5009811,-0.10649796,1.0263963,0
"Audi$$Q3$$2013$$White$$7_19$$1648$$image_16.jpg",-0.64319164,1.070535,-1.0523263,-0.6957252,1.6592493,0
"Audi$$Q3$$2013$$White$$7_19$$353$$image_0.jpg",-0.68106115,1.7617421,-0.37646097,-0.6452304,-0.011360578,0
"Audi$$Q3$$2013$$White$$7_19$$61$$image_5.jpg",0.08862528,1.7427357,-1.5570045,-0.99660236,0.19412184,0
"Audi$$Q3$$2013$$White$$7_19$$735$$image_0.jpg",-0.67194587,1.6962173,-0.6374967,-0.6327986,-0.28560656,0
